150 Kabupaten/Kota Inflasi (2022=100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Inflasi Bulanan (M-to-M) (2022=100) Menurut Kelompok dan Sub Kelompok 01 Makanan, Minuman dan Tembakau",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Makanan, Minuman dan Tembakau",,,,,,,,,,,,,Makanan,,,,,,,,,,,,,Minuman yang Tidak Beralkohol,,,,,,,,,,,,,Minuman Beralkohol,,,,,,,,,,,,,Rokok dan Tembakau,,,,,,,,,,,,
,2025,,,,,,,,,,,,,2025,,,,,,,,,,,,,2025,,,,,,,,,,,,,2025,,,,,,,,,,,,,2025,,,,,,,,,,,,
,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan,Januari,Februari,Maret,April,Mei,Juni,Juli,Agustus,September,Oktober,November,Desember,Tahunan
KOTA SINGKAWANG,1.59,0.76,0.14,-0.74,-0.88,0.66,0.64,-0.04,-0.64,-0.19,0.62,0.93,-,1.9,0.84,0.09,-1.02,-1.09,0.67,0.75,-0.12,-0.79,-0.28,0.72,1.11,-,-0.01,0.52,0.23,0.08,0.44,0.05,0.21,0.3,0.13,0.08,-0.09,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13,0.27,0.53,0.67,0.07,0.77,0.15,0.31,0.02,0.28,0.21,0.06,-
SAMPIT,1.56,-1.09,0.76,-0.58,-0.53,0.76,0.97,-1.11,0.77,0.5,-0.78,1.23,-,1.82,-1.46,0.84,-0.84,-0.72,0.91,1.15,-1.44,0.87,0.5,-1.06,1.57,-,0.61,0.05,0.78,0.02,0,0.05,-0.01,0.1,-0.1,1.52,0.26,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.61,0.46,0.36,0.52,0.22,0.3,0.46,0.1,0.56,0.01,0.16,0.02,-
KAB KAPUAS,2.53,-0.29,0.74,-0.17,-2.94,0.88,0.94,-2.39,0.52,1.16,0.79,3.17,-,3.19,-0.5,0.92,-0.23,-3.59,0.86,0.23,-2.98,0.5,1.42,0.96,3.92,-,-1.43,0.4,-0.15,0.25,-0.01,0.46,8.36,0.27,0.07,0,0.16,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.83,0,0.03,0,1.23,2.29,0.03,0.79,0.14,0.06,0.06,-
KAB SUKAMARA,2.19,-0.39,-0.02,0.51,-0.77,0.21,0.78,-0.32,0,0.44,-0.18,1.97,-,2.63,-0.57,-0.38,0.5,-1.05,0.16,0.88,-0.5,-0.03,0.44,-0.37,2.39,-,1.12,-0.08,1.69,1.44,0,0.32,0.02,-0.04,0.37,0.89,1.31,0.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.37,0.42,1.18,0.19,0.36,0.44,0.58,0.48,0,0.22,0.12,0.26,-
KOTA PALANGKARAYA,1.75,-0.39,0.37,-0.02,-0.58,0.04,0.26,-0.56,0.31,0.56,0.16,2.23,-,1.99,-0.57,0.44,-0.16,-0.71,0.11,0.15,-0.68,0.36,0.67,0.07,2.65,-,0.91,0.44,0.03,1.07,0.14,-0.56,0.97,-0.25,-0.01,-0.39,0.19,0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.12,0.59,0.05,0.46,0.06,0,0.64,0.34,0.07,0.28,0.98,0.06,-
KAB TANAH LAUT,1.36,0.11,0.36,-1.61,-2.29,0.38,0.71,-0.53,0.45,-0.76,2.92,1.7,-,1.34,0.13,0.39,-2.01,-2.8,0.39,0.91,-0.78,0.5,-0.91,3.55,2.03,-,1.23,0.12,0.55,-0.02,0.23,0.22,-1.9,0.28,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.54,0,0.08,0.39,0.13,0.35,0.43,0.84,0.24,0.01,0,0.28,-
KOTABARU,0.95,0.05,3.07,-1.22,-0.14,0.38,0.97,0.74,-0.9,-0.39,-0.01,0.75,-,1.03,0.04,3.59,-1.52,-0.19,0.35,1.09,0.91,-1.13,-0.59,-0.08,0.92,-,0.64,0.01,1.08,0.38,0,1.02,0.27,0,0.04,0.55,0.66,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.55,0.16,0.65,0.08,0.11,0.37,0.43,0,0.2,0.45,0.16,0,-
KAB HULU SUNGAI TENGAH,1,-0.53,3.92,-0.18,-2.9,0.93,-1.3,-0.2,1.28,0.99,1.69,2.72,-,0.7,-0.66,4.39,-0.31,-3.56,0.98,-1.52,-0.24,0.71,0.53,2,3.2,-,7.13,0.41,0,0.05,0.52,0.69,0,0.29,0.03,0,0,-0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.57,0.29,1.53,1.02,1.64,0.63,0,0.04,7.28,5.52,0.05,0,-
TANJUNG,1.09,-0.29,0.97,-0.31,-1.51,0.25,0.1,-0.98,0.39,-0.54,0.66,1.2,-,1.32,-0.38,1.03,-0.43,-1.95,0.29,0.06,-1.2,0.45,-0.65,0.77,1.44,-,0.01,0.17,1.72,-0.01,0,0,0.01,0.23,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0.07,0.44,1.02,0,0.51,0,0.1,0,0.3,0.18,-
KOTA BANJARMASIN,1.3,0.43,0.37,-0.49,-0.75,0.53,-0.47,-0.49,0.38,0.03,1.15,1.82,-,1.5,0.39,0.34,-0.6,-1.01,0.62,-0.54,-0.56,0.21,0.04,1.33,2.04,-,0.04,0.95,1.36,0.01,2.61,0,-0.22,0,0.65,0.05,0,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.61,0,0.22,0,0,0,0,1.82,0,0.02,0,-
KAB BERAU,2.02,-0.18,2.28,1.23,-2.14,-0.99,1.01,-0.56,-0.24,1.04,2.67,0.59,-,2.34,-0.22,2.76,1.28,-2.6,-1.22,1.23,-0.68,-0.43,0.95,3.22,0.72,-,1.57,0,0,1.95,-0.02,0.04,0.09,-0.02,0.02,0,0,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0.12,0.49,0,0.07,0,0,0.97,2.3,0.33,0.06,-
KAB PENAJAM PASER UTARA,2.48,-0.09,1.84,0.77,-1.01,-0.54,2.04,-2.01,0.17,-1.7,0.21,0.96,-,2.92,-0.11,2.16,0.84,-1.2,-0.81,2.44,-2.47,0.2,-2.27,0.11,1.16,-,0.81,-0.04,0.38,0.07,0.04,0,0,-0.17,0,0,0.12,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.04,0.02,0.15,0.62,0,1.37,0,0.61,0.03,1.87,1.03,0,-
KOTA BALIKPAPAN,1.85,0.3,1.46,0.65,-1.81,1.23,0.49,-0.82,-0.22,-0.52,0.75,1.17,-,2.21,0.35,1.76,0.73,-2.53,1.44,0.71,-1.01,-0.58,-0.77,0.78,1.45,-,0.45,-0.04,-0.01,0.72,2.74,0.61,-2.59,0.27,2.25,1.42,-1.31,-0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.07,0.04,0,0.75,0,1.11,0,0.92,0,2.23,0.13,-
KOTA SAMARINDA,1.43,-0.27,2.84,0.5,-2,0.99,0.03,0.12,-0.29,-1.17,0.05,2.35,-,1.25,-0.6,3.4,0.57,-2.37,0.82,-0.04,-0.08,-0.38,-1.7,-0.1,2.9,-,6.28,3.49,-0.22,0.38,-0.59,0.07,-0.09,1.13,-1.92,0.18,0.89,-0.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0.49,0,0.04,2.97,0.6,1.06,1.44,1.94,0.6,0.01,-
TANJUNG SELOR,1.71,-0.35,1.38,0.5,-0.98,-1.32,2.04,0.18,-1.91,-0.66,0.27,1.94,-,1.87,-0.45,1.53,0.55,-1.13,-1.55,2.37,0.16,-2.21,-0.79,0.34,2.26,-,1.79,0.41,0.38,0.05,-0.1,0.23,0.17,0,-0.06,0.07,-0.38,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.13,0.56,0.21,0,0,0,0.47,0.02,0,0.14,0,-
KAB NUNUKAN,2.21,-0.91,1.46,-0.59,-0.47,0.66,0.96,-0.64,-1.04,-0.37,-0.63,0.81,-,2.83,-1.18,1.85,-0.73,-0.6,0.67,1.23,-0.81,-1.33,-0.48,-0.79,1.01,-,0,0.02,0.06,0,0,0,0,0,0,0.16,0,0.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.07,0,0,0,0.83,0,0,0,0,0,0,-
KOTA TARAKAN,0.98,1.39,0.9,-1.12,-0.25,-0.79,1.18,-0.53,0.82,-0.37,0.01,0.68,-,1.04,1.58,1.05,-1.41,-0.33,-0.98,1.4,-0.63,0.66,-0.49,0.03,0.77,-,0.65,0.34,0.47,0.97,0.57,0.6,0,0,3.91,0.08,-0.09,0.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.66,0.42,0,0,0,0,0.14,0,0.28,0.18,0.04,0,-
KAB MINAHASA SELATAN,1.49,0.03,4.4,0.78,-2.95,0.44,1.05,-5.28,-0.77,1.1,-2.28,2.33,-,1.86,0.03,5.48,0.97,-3.64,0.55,1.31,-6.54,-0.98,1.22,-2.84,2.93,-,0,0,0.14,0,0,0,0,0,0,0,-0.19,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0.92,0,0,-
KAB MINAHASA UTARA,1.24,1.54,3.22,-0.91,-1.6,1.41,-1.33,-4.04,0.9,-1.3,-1.97,1.39,-,1.4,1.91,3.73,-1.05,-1.85,1.7,-1.59,-4.73,1.05,-1.52,-2.31,1.58,-,0.05,-1.43,0,0,0,-1.21,0,-0.13,-0.06,-0.01,0.01,0.44,-,7.23,-4.26,0,0,0,0,0,0,0,0,0,1.35,-,0,0,0,0,0,0,0.45,0.76,0.04,0.1,0.1,0.08,-
KOTA MANADO,0.7,-0.26,3.39,1.04,-2.21,2.32,1.12,-3.37,-0.28,0,-1.47,1.61,-,0.88,-0.21,3.86,1.32,-2.71,2.84,1.39,-4.16,-0.23,0.02,-1.82,1.78,-,-0.23,-1.15,2.66,-1.27,0.43,-0.98,-0.39,1.17,-1.08,-0.25,0.5,1.85,-,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0.46,0,0.63,0.01,0,0,0,0,0,-
KOTA KOTAMOBAGU,0.81,0.55,5.86,-1.08,-1.13,1.66,2.54,-3.55,0.02,-1.3,-2.38,1.4,-,1.04,0.64,7.77,-1.53,-1.5,2.04,3.2,-4.62,0.02,-1.73,-3.12,1.85,-,-0.34,0.01,0.09,0,0,0.18,0,0.06,0,0,0,-0.09,-,0,-2.63,0,0,0,0,0,0,0,0,0,0,-,0.27,0.33,0,0.51,0.1,0.47,0.49,0,0.01,0.02,0,0.08,-
LUWUK,0.36,1.65,-0.03,3.28,0.63,-0.19,1.88,0.86,0.45,-0.46,-1.14,0.66,-,0.27,2.06,-0.2,4.26,0.55,-0.39,2.35,1.05,0.59,-0.78,-1.62,0.84,-,0.43,1.63,1.3,-1.46,-0.01,1.31,0.54,0.28,-0.69,-0.13,0.41,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,0,0.09,1.3,1.18,0.08,0.43,0.34,0.28,0.77,0.27,0.08,-
KAB MOROWALI,2.01,-0.14,1.92,0.93,0.14,-0.3,3.66,0.22,-2.1,-0.57,-1.43,-0.85,-,2.59,-0.17,2.47,1.19,0.18,-0.39,4.66,0.29,-2.65,-0.72,-1.82,-1.08,-,0,0,0,0,0,0,0,0,0,0,0.02,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,-
KAB TOLI TOLI,1.3,1.91,4.7,3.61,-0.61,-0.44,3.59,-1.79,-1.3,1.91,-1.16,-1.37,-,1.64,2.32,5.81,4.45,-0.75,-0.64,4.4,-2.18,-1.59,2.29,-1.42,-1.67,-,0,0.02,-0.02,0,0.09,-0.05,0,0,0,0,-0.05,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.03,0.36,0.16,0,0.01,0.61,0,0,0,0.32,0,0,-
KOTA PALU,1.55,0.38,4.65,-0.68,-2.22,0.37,2.28,0.46,-0.27,-1.56,-1.84,0.69,-,1.57,0.28,5.74,-0.93,-2.86,0.37,2.82,0.55,-0.37,-1.98,-2.29,0.85,-,0.33,2.26,0.81,-0.02,0.19,1.08,0.24,0,0.1,0.33,-0.15,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.06,0.02,0.22,0.59,0.38,0.02,0.15,0.11,0.25,0.01,0.05,0,-
BULUKUMBA,0.8,0.22,1.42,0.52,-0.23,0.38,0.63,0.15,-0.3,0.03,-0.11,0.29,-,0.92,0.27,1.77,0.64,-0.28,0.42,0.77,0.12,-0.44,0.05,-0.28,0.37,-,0.64,0.2,0.5,0.16,-0.42,0.07,0,-0.05,-0.22,-0.16,0.06,0.05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.24,0,0.1,0,0.1,0.26,0.13,0.4,0.31,0,0.65,0,-
WATAMPONE,1.56,-0.98,2.2,0.52,-0.26,-0.13,2.47,-0.71,-0.47,-0.39,-0.95,0.87,-,1.67,-1.25,2.69,0.59,-0.34,-0.15,3.01,-0.9,-0.61,-0.71,-1.31,1.12,-,0.79,0,0.55,0.02,0.16,0.04,0,0,0,0.28,0.04,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,0,0.45,0.33,0.01,0.02,0.67,0,0.07,0.96,0.47,0,-
KAB WAJO,0.88,0.38,2.67,-0.34,-0.37,0.15,1.09,0.25,-0.09,-1.14,-1.56,1.43,-,1.29,0.53,3.64,-0.46,-0.63,0.2,1.4,0.36,-0.15,-1.67,-2.12,1.89,-,-0.97,0,0,0,0,0,0,-0.18,0,0.02,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.05,0,0,0,0.53,0,0.31,0,0.05,0.51,0,0.24,-
KAB SIDENRENG RAPPANG,1.29,-0.89,2.04,0.57,-0.62,-0.17,1.35,0.71,-0.16,-0.53,-0.25,0.59,-,1.66,-1.17,2.11,0.61,-0.78,-0.49,1.54,0.87,-0.34,-0.71,-0.31,0.75,-,0,0,4.51,0.59,0,1.15,1.57,-0.18,-0.21,-0.41,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.18,0.35,0.26,0,0.74,0.23,0.42,0.89,0.4,0,0,-
KAB LUWU TIMUR,1.42,-0.95,2.04,2.11,-0.65,-0.19,1.35,1.53,-0.36,-1.11,-1.52,2.03,-,1.68,-1.27,2.63,2.4,-0.97,-0.26,1.76,1.86,-0.32,-1.96,-2.14,2.39,-,2.15,0.1,1,2.5,0.46,0.02,-0.14,2.03,-3.91,4.19,0.39,0.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.09,0.1,0,0.82,0.33,0,0.11,0,0.59,0.9,0.47,1.15,-
KOTA MAKASSAR,1.84,-0.91,3.11,1.42,-2.12,-0.33,2.08,-0.24,-0.99,-0.68,-0.09,1.53,-,2.06,-1.18,3.7,1.38,-2.56,-0.51,2.53,-0.31,-1.03,-0.87,-0.09,1.82,-,0.46,0.14,0.04,3.75,-0.37,0.37,-0.12,-0.29,-1.93,-0.92,-0.06,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.16,0.53,0.69,0.05,0.26,0.69,0.06,0.34,0.15,1.01,0.01,0.2,-
KOTA PARE PARE,1.16,0.28,3.55,1.97,-1.94,1.81,2.79,-0.5,-1.83,-2,-0.27,1.57,-,1.68,0.01,4.44,2.51,-2.63,2.36,3.68,-0.6,-2.22,-2.76,-0.38,2.08,-,-1.55,1.92,1.42,0.25,1.17,-0.29,-1.41,-0.59,-1.89,1.67,0.07,-0.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.08,0.78,0.03,0.04,0.1,0.14,0.33,0.18,0.51,0.09,0.17,0.16,-
KOTA PALOPO,0.79,-0.65,2.41,0.9,-0.3,-0.12,2.43,-0.4,-0.74,-0.79,-0.51,0.61,-,0.93,-0.83,2.92,1.12,-0.38,-0.18,3.03,-0.51,-0.92,-0.99,-0.63,0.65,-,0.25,0.21,1.04,-0.02,0.13,0.03,0.1,-0.08,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.27,0,0.09,0.07,0,0.2,0,0.04,0,0,0,0.65,-
KAB KONAWE,0.8,1.59,3.62,-0.38,-0.22,3.34,2.58,-3.22,-2.77,-2.7,0.24,1.74,-,0.99,2,4.49,-0.75,-0.41,3.96,3.13,-4.08,-3.61,-3.33,0.31,2.26,-,0.01,0,0.01,4.56,1.72,0,0,0,-3.02,-1.54,0,-0.88,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.11,0.04,0.33,0.2,0.18,1.22,0.49,0.44,1.56,0.02,0.02,0.01,-
KAB KOLAKA,1.79,1.59,1.9,1.02,-1.49,-0.27,1.42,1.23,-0.27,-1.79,-1.66,0.2,-,1.9,1.97,2.36,1.26,-1.84,-0.42,1.76,1.47,-0.33,-2.35,-2.06,0.24,-,1.75,0.01,0,0.16,0,1.32,0,0,0,0.32,0.01,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.19,0.04,0,0,0,0,0.02,0.3,0,0.69,0,0.06,-
KOTA KENDARI,-0.16,0.99,3.07,0.59,-0.67,1.06,3.34,-1.03,-1.14,-1.83,-0.44,0.3,-,-0.38,1.09,3.82,0.64,-0.95,1.17,4.29,-1.48,-1.5,-2.33,-0.51,0.25,-,0.94,0.28,0.02,-0.27,0.94,1.14,-2.17,2.59,-1.18,0.38,-0.72,1.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.52,0.76,0.1,0.71,0.32,0.32,0.22,0.01,1.26,0.14,0.15,0.04,-
KOTA BAU BAU,-1.77,0.89,3.54,-0.4,-1.35,4.83,2.74,-1.57,0.84,-3.82,0.13,-1.07,-,-2.11,1.05,4.19,-0.47,-1.59,5.71,3.22,-1.85,0.37,-4.49,0.03,-1.26,-,0.2,0,0,0,0,0,0,0.25,0.26,0,0.46,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.02,0,0,0,0,0,0,5.14,0,0.82,0,-
KAB GORONTALO,-0.92,1.75,4.49,1.21,-5.58,1.12,3.81,-2.44,-0.38,-0.92,0.76,2.13,-,-1.41,1.78,5.19,1.21,-6.57,1.14,4.55,-2.87,-0.66,-1.23,0.94,2.54,-,1.84,1.09,1.41,2.25,-1.11,0.08,-0.96,-1.44,1.4,0.33,-0.25,0.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.25,1.95,0.73,0.41,0,1.77,1.06,0.67,0.63,0.7,0,0,-
KOTA GORONTALO,1.02,0.36,3.12,-0.2,-2.66,1.09,2.76,-1.13,-0.9,-2.13,0.16,2.43,-,1.13,0.46,3.88,-0.26,-3.31,1.2,3.4,-1.45,-1.15,-2.65,0.19,3.03,-,-0.01,0,0,0.07,0,0,0.02,0,0,0.04,0,0.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.94,0,0,0,0.15,0.95,0.2,0.3,0.29,0,0,0,-
KAB MAJENE,1.65,-0.28,1.58,1.2,-0.46,1.42,1.17,-0.6,-1.11,-1.26,-0.69,0.42,-,2,-0.35,1.94,1.45,-0.6,1.74,1.43,-0.82,-1.36,-1.54,-0.84,0.49,-,0.29,0,0,0.11,0.27,0,0,0,0,-0.15,0.03,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,0,0,0,0.08,0,0.02,0.71,0,0.04,0.05,0.12,-
MAMUJU,1.23,0.26,2.2,2.57,-1.2,-1.16,1.08,-0.73,0.69,0.4,-0.73,3,-,1.54,0.26,2.65,3.31,-1.52,-1.51,1.18,-0.96,0.85,0.39,-1.17,3.73,-,0.18,-0.01,0.81,-1,-0.02,0.22,0.06,-0.55,0,0.53,0.26,-0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.08,0.32,0.51,0.23,0.01,0.13,0.99,0.3,0.1,0.39,1.12,0.59,-
KAB MALUKU TENGAH,3.7,-0.8,-0.06,-5.32,1.28,4.35,2.47,-1.53,0.93,-0.1,-0.35,1.31,-,4.15,-0.96,-0.07,-6.5,1.47,5.16,2.91,-1.89,1.1,-0.13,-0.5,1.49,-,1.21,0,0,1.53,0.62,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.46,0.11,0,0.51,0.14,0.59,0.33,0.59,0.1,0.1,0.7,0.53,-
KOTA AMBON,2.47,0.71,2.74,-0.24,1.59,1.61,0.2,1.25,-2.78,-0.97,-0.55,1.94,-,2.94,0.93,3.29,-0.44,1.83,1.95,0.15,1.45,-3.95,-1.36,-0.72,2.39,-,1.05,-0.48,0.17,1.66,1.3,0.11,-0.12,0.52,2.82,0.32,-0.24,0.15,-,3.87,-3.12,0,0,0,0,0,0,0,0,0,0,-,0.04,0,0.54,0.07,0.07,0.21,0.75,0.21,2.4,0.94,0.37,0.02,-
KOTA TUAL,0.41,2.22,-0.53,1.11,0.98,3.88,1.65,-2.76,-1.34,-1.64,0.07,0.96,-,0.42,2.67,-0.67,1.33,1.11,4.56,1.88,-3.27,-1.68,-1.99,-0.04,1.1,-,0.42,0,0.03,0,0,-0.3,0.67,-0.06,0,0,-0.41,0.04,-,0,0,0,0,1.03,-1.7,0,0,0,0,0,0.67,-,0.32,0,0.31,0,0.39,0.97,0.16,0.05,0.76,0.26,1.25,0.34,-
KAB HALMAHERA TENGAH,0.75,0.15,0.37,0.25,-0.5,1.49,0.44,-4.07,-0.9,0.86,0.99,0.87,-,0.73,0.17,0.45,0.29,-0.61,1.81,0.53,-4.87,-1.09,0.96,1.16,1.03,-,0.24,0,0,-0.01,0.03,-0.03,0,-0.84,0,0.67,0.05,-0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.11,0.1,0,0.09,0,0,0,0,0,0.29,0.31,0.28,-
KOTA TERNATE,-2.11,0.39,4.49,1.88,-2.66,2.15,0.87,-4.9,0.17,-0.38,2.04,-0.54,-,-2.64,0.55,5.72,2.19,-3.32,2.71,1.04,-5.99,-0.21,-0.51,2.6,-0.76,-,-0.71,-0.81,0.37,0.03,-0.46,-0.01,-0.06,-2.66,4.34,0.24,0,-0.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.02,0.01,1.05,0.03,0.03,0.4,0.15,0.38,0.06,0.03,0.56,-
MANOKWARI,-0.18,-3.93,0.05,0.79,-1.41,0.65,3.94,-2.04,1.56,-0.9,0.15,3.87,-,-0.21,-4.81,0.07,0.97,-1.81,0.78,4.75,-2.48,1.34,-1.18,0.15,4.62,-,0,0,0.04,0,0.09,0.09,0.97,0,0.3,0.13,-0.12,-0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0.54,0,0.11,0.02,3.97,0.43,0.26,1.28,-
KAB SORONG,0.86,-1.71,-0.5,2.01,-0.3,0.3,2.58,0.66,0.43,-0.19,-1.24,0.82,-,1.09,-2.2,-0.68,2.6,-0.62,0.37,3.1,0.91,0.43,-0.27,-1.62,1.05,-,-0.38,-0.01,0.01,0.03,1.05,-0.01,-0.54,-1.24,-0.13,-0.05,0.07,0.08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.26,0.03,0.16,0,0.75,0.04,1.27,0.17,0.69,0.1,0.16,0.03,-
KAB SORONG SELATAN,0.19,0.09,0.23,0.21,0.47,0.34,0.96,0.08,0.1,-0.51,0.09,0.91,-,-0.44,0.02,0.24,0.26,0.51,0.4,1.15,-0.18,0.12,-0.58,0.1,0.99,-,-0.09,0.25,0.53,0,-0.07,0,-0.15,0.98,0,-0.01,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.31,0.52,0,0,0.45,0,0,1.63,0,-0.19,0,0.75,-
KOTA SORONG,0.37,-2.21,-0.57,1.36,-1.2,1.41,2.16,2.36,-0.5,-0.89,-0.59,1.39,-,0.33,-2.82,-0.69,1.59,-1.51,1.49,2.45,2.77,-0.66,-1.01,-0.83,1.57,-,0.56,1.68,-0.02,0.36,0.58,2.4,0.12,0.18,0.11,-1.2,1.52,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.54,0.96,0,0.01,0.38,0.22,0.91,0.1,0.6,0.27,0.27,0.59,-
KOTA JAYAPURA,2.82,0.69,-2.46,0.12,0.55,-1.16,0.2,-1.48,-0.69,-0.97,2.75,3.73,-,3.41,0.82,-3.02,0.12,0.58,-1.52,0.24,-1.9,-0.79,-1.22,3.37,4.51,-,0.25,-0.07,0.54,0.19,0.56,0.24,0.01,0.58,-0.52,0.39,0.16,0.26,-,-0.1,0,0,0.26,1.06,0,0,0,0,0,0,1.05,-,0,0.08,0.12,0,0.35,0.71,0.06,0.31,0,0,0.01,0.2,-
MERAUKE,3.77,-0.12,-0.63,2.32,1.47,-1.35,4.3,-3.24,-3.51,-0.79,-0.54,1.01,-,4.89,-0.22,-0.85,2.96,1.66,-1.92,5.57,-4.16,-4.8,-0.98,-0.83,1.3,-,0.04,0.33,0.11,0,1.87,-0.09,0,0,0.08,-0.86,0.09,0,-,2.83,0,0,0,0,-1.23,0,-0.56,0,0,0,0,-,0.31,0.11,0.17,0.3,0.27,1.03,0.15,0,1.18,0.15,0.55,0.21,-
TIMIKA,0.73,-0.27,1.17,1.61,-0.63,-0.4,0.79,-2.08,-0.31,-0.65,0.16,0.13,-,0.58,-0.42,1.4,1.93,-0.84,-0.48,0.89,-2.54,-0.43,-0.78,-0.05,0.16,-,0,0,0.1,0,0.71,-0.11,0,0.09,0,0,1.76,0,-,0,0,0,0,0,0,0,0,0,0,0,0,-,2.59,0.74,0,0,0.27,0,0.43,0.41,0.42,0,0.83,0,-
KAB NABIRE,-0.53,-0.37,1.39,3.06,1.16,-0.25,2.81,-2.88,-0.02,0.72,3.16,3.81,-,-1.43,-0.53,1.81,4.01,1.37,-0.33,3.59,-3.71,-0.14,0.87,4.08,4.68,-,2.64,-0.02,0.03,0.04,0.76,0,-0.04,0.13,0.07,0.03,0.01,0.23,-,0,0,0,0,0,1.19,0.48,0,0,0,0,4.19,-,2.57,0.28,0,0,0.24,0,0.28,0,0.54,0.3,0,0.93,-
KAB JAYAWIJAYA,2.34,5.04,-1.65,-0.75,2.25,-2.92,1.72,-0.38,-0.7,-1.72,0.86,2.74,-,2.85,6.29,-2.04,-1.01,3.11,-3.59,1.46,-0.44,-0.88,-2.36,0.39,3.45,-,0,0,0,-0.14,-4.54,0.06,-0.14,0,0.04,0.27,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.36,0,0.06,0.64,0,0,4.08,-0.09,0,1.13,3.8,0,-
INDONESIA,1.94,-0.4,1.24,0.07,-1.4,0.46,0.74,-0.29,0.38,0.08,0.06,1.66,-,2.3,-0.59,1.47,0.04,-1.81,0.53,0.88,-0.42,0.4,0.03,0.05,2.02,-,0.66,0.52,0.46,0.23,0.23,0.09,0.07,0,0.1,0.1,-0.01,0.29,-,0.51,-0.25,0.09,0.01,0.07,0.35,-0.08,-0.03,-0.01,0,0.11,0.31,-,0.47,0.24,0.23,0.18,0.2,0.24,0.31,0.31,0.48,0.32,0.21,0.16,-
